na,Timestamp,lat,long,obs1,Obs1_bird_dist,shooter,Shoot_bird_dist,obs2,Obs2_bird_dist,hwk,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,Basal Area 10m,Dbh_largest,AudioID,VisualID,SocialGroup,Target,Spp,Scientific,BirdTree,Angle,Sex,Proximity,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_under_height,Pre_Bird_Dense,Pre_Vocal,Pre_Behav,Mid_Vocal,"Mid ,Behav",Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist (Dive_Dist),Post_Bird_Height,Post_Bird_Dense,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,5m_dense,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Notes,Behav_notes,Veg_dense_mid,Veg_under_low,Veg_notes,zoom_wav,voice_record_wav,Rec_reviewed,Recording_Notes,selection,call_type,AlarmExport,alarm,flock
515,240625-074901,-12.5324,-69.0119,na,13,na,14,na,na,1,Secundario,heliconias,Arboles,na,na,1,1,pair,na,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,na,m,4,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
516,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,f,6,q,na,na,na,8,16,1332,na,0112,q,vig,q,fz,q,dv,0:14,6,6,3311,na,na,na,na,na,3,2,1,1,2,3,3,2,2,2,"f turnd toward hwk & fz looking down at it. only haru f called, otherwise all quiet. hwk was below both thar",na,na,na,na,na,na,na,na,na,na,na,0,na
517,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,m,6,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
518,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,haru,Habia rubica,Habia rubica,na,m,9,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
519,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,haru,Habia rubica,Habia rubica,na,f,11,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
520,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,m,7,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
521,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,f,10,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
522,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,16,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
523,240625-083716,-12.5325,-69.0114,na,21,na,20,na,na,1,Secundario,Heliconias,Lianas,na,na,0,1,msf,na,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,na,m,20,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
524,240625-134500,-12.5376,-69.0043,na,10,na,12,na,na,1,Secundario,Palmeras,Lianas,na,na,0,1,lek,na,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,1,q,na,na,na,4,6,3333,na,0112,c,vig,q,dv,s,vig,0,4,3,4323,na,na,na,na,na,3,4,4,2,2,2,1,1,1,1,standard pifa,na,na,na,na,na,na,na,na,na,na,na,0,na
525,240625-134500,-12.5376,-69.0043,na,10,na,12,na,na,1,Secundario,Palmeras,Lianas,na,na,0,1,lek,na,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,9,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
526,240625-134500,-12.5376,-69.0043,na,10,na,12,na,na,1,Secundario,Palmeras,Lianas,na,na,0,1,lek,na,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,15,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
527,240627-073204,-12.5326,-69.0145,na,7,na,8,na,na,1,Secundario,Lianas,Shrub,na,na,0,1,solo,na,foan,Formicarius analis,Formicarius analis,na,u,3,q,na,na,na,0,0,1001,na,1001,q,flip leaf,q,dv,q,flip leaf,0,10,0,2100,na,na,na,na,na,1,2,3,3,3,2,2,1,1,1,flew away low then back shortly after,na,na,na,na,na,na,na,na,na,na,na,0,na
528,240627-081940,-12.5325,-69.0148,na,4,na,5,na,na,1,SWAMP,Lianas,Shrub,na,na,1,1,pair,na,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,na,u,2,q,na,na,na,0,0,1000,na,1000,c,gl,q,dv,c,move to pair,0,4,1,3212,na,na,na,na,na,1,1,1,1,2,3,3,2,1,1,"called agitated after, moving to mate. no alarm",na,na,na,na,na,na,na,na,na,na,na,0,na
529,240627-081940,-12.5325,-69.0148,na,4,na,5,na,na,1,SWAMP,Lianas,Shrub,na,na,1,1,pair,na,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,na,u,6,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
530,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,moni,Monasa nigrifrons,Monasa nigrifrons,na,u,6,q,na,na,na,9,15,4312,na,0100,q,vig,q,vs,q,vig,0,0,11,0100,na,na,na,na,na,4,3,2,2,2,2,1,1,1,1,just looked around...,na,na,na,na,na,na,na,na,na,na,na,0,na
531,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,moni,Monasa nigrifrons,Monasa nigrifrons,na,u,8,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
532,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,moni,Monasa nigrifrons,Monasa nigrifrons,na,u,4,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
533,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,moni,Monasa nigrifrons,Monasa nigrifrons,na,u,6,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
534,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,caau,Capito auratus,Capito auratus,na,m,9,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
535,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,m,13,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
536,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,f,15,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
537,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,na,m,10,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
538,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,xeru,Xenops rutilans,Xenops rutilans,na,u,7,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
539,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,gacy,Galbula cyanescens,Galbula cyanescens,na,u,9,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
540,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,gacy,Galbula cyanescens,Galbula cyanescens,na,u,9,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
541,240627-100439,-12.5344,-69.0162,na,14,na,13,na,na,1,Secundario,Shrub,Arboles,na,na,0,1,msf,na,thsc,Thamnophilus schistaceus,Thamnophilus schistaceus,na,u,11,s,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
542,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,m,1,a,na,na,na,5,17,0101,na,2100,c,fight,a,fz,s,flight,0:13,2,5,2210,na,na,na,na,na,1,1,1,1,2,3,3,2,2,1,m's fighting and singing gritty songs and calling lots. really emphasizing terminal phrase. 2 note alarm.,na,na,na,na,na,na,na,na,na,na,na,1,na
543,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,m,2,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
544,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,m,11,s,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
545,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,f,13,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
546,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,10,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
547,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,9,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
548,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,10,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
549,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,13,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
550,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,m,15,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
551,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,18,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
552,240627-110413,-12.5315,-69.0163,na,8,na,8,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,f,12,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
553,240709-095534,-12.1842,-69.0684,na,22,na,23,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,na,m,6,a,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
554,240709-095534,-12.1842,-69.0684,na,22,na,23,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,na,u,11,a,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
555,240709-095534,-12.1842,-69.0684,na,22,na,23,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,m,9,a,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
556,240709-095534,-12.1842,-69.0684,na,22,na,23,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,na,f,10,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
557,240709-095534,-12.1842,-69.0684,na,22,na,23,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,na,u,16,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
558,240709-095534,-12.1842,-69.0684,na,22,na,23,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,qupu,Querula purpurata,Querula purpurata,na,u,12,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
559,240709-095534,-12.1842,-69.0684,na,22,na,23,na,na,1,Secundario,Heliconias,Palmeras,na,na,1,1,msf,na,qupu,Querula purpurata,Querula purpurata,na,u,15,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
560,240710-070558,-12.1838,-69.0804,na,8,na,8,na,na,1,Agricultura,Shrub,Arboles,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,na,u,2,c,na,na,na,8,8,0123,na,0101,c,nest,distress,dv,c,vig,0,28,12,2131,na,na,na,na,na,2,2,2,1,1,2,1,1,0,0,distress calls commonly heard. others joined,na,na,na,na,na,na,na,na,na,na,na,0,na
561,240710-070558,-12.1838,-69.0804,na,8,na,8,na,na,1,Agricultura,Shrub,Arboles,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,na,u,2,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
562,240710-070558,-12.1838,-69.0804,na,8,na,8,na,na,1,Agricultura,Shrub,Arboles,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,na,u,14,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
563,240710-070558,-12.1838,-69.0804,na,8,na,8,na,na,1,Agricultura,Shrub,Arboles,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,na,u,14,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
564,240710-095152,-12.1849,-69.0651,na,9,na,9,na,na,1,Secundario,Palmeras,Shrub,na,na,1,1,solo,na,dici,Dichrozona cincta,Dichrozona cincta,na,u,4,q,na,na,na,0,0,0110,na,0110,c,probe,q,dv,c,probe,0,25,0,u,na,na,na,na,na,2,2,2,1,1,1,1,1,1,1,"dv quiet, but returned not long after. fearless! came w/i 3m of Carlos and me.",na,na,na,na,na,na,na,na,na,na,na,0,na
565,240710-115942,-12.1847,-69.0767,na,18,na,20,na,na,1,Secundario,heliconias,Arboles,na,na,1,1,ssf,na,momo,Monasa morphoeus,Monasa morphoeus,na,u,6,a,na,na,na,17,19,3312,na,0033,c,vig,a,fz,c,move,rec,0,17,0033,na,na,na,na,na,3,2,1,1,1,1,1,1,1,1,3 flew away after alarm. tar fz for a while after alarms. all 4 alarm. Monasa morpheous,na,na,na,na,na,na,na,na,na,na,na,1,na
566,240710-115942,-12.1847,-69.0767,na,18,na,20,na,na,1,Secundario,heliconias,Arboles,na,na,1,1,ssf,na,momo,Monasa morphoeus,Monasa morphoeus,na,u,8,a,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
567,240710-115942,-12.1847,-69.0767,na,18,na,20,na,na,1,Secundario,heliconias,Arboles,na,na,1,1,ssf,na,momo,Monasa morphoeus,Monasa morphoeus,na,u,13,a,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
568,240710-115942,-12.1847,-69.0767,na,18,na,20,na,na,1,Secundario,heliconias,Arboles,na,na,1,1,ssf,na,momo,Monasa morphoeus,Monasa morphoeus,na,u,10,a,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
569,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,f,4,q,na,na,na,2,3,1322,na,3212,c,sally,c,fz,c,sally,rec,0,2,3212,na,na,na,na,na,3,4,2,1,1,1,2,2,2,2,"unknown gave alarm, slight commotion from epam and mylo. thar f fz and called whispers during fz. not until epam foraged w/i 1m of thar f did she fly off again. flock following thar f.",na,na,na,na,na,na,na,na,na,na,na,0,na
570,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,na,u,6,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
571,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,epam,Epinecrophylla amazonica,Epinecrophylla haematonota,na,u,3,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
572,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,na,u,12,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
573,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,na,u,16,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
574,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,13,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
575,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,15,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
576,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,xxxx,#N/A,#N/A,na,u,14,a,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
577,240711-083426,-12.1772,-69.0694,na,9,na,10,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,mymy,Myrmoborus myotherinus,Myrmoborus myotherinus,na,m,18,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
578,240711-114625,-12.1871,-69.0724,na,7,na,7,na,na,1,Secundario,Lianas,Shrub,na,na,0,1,lek,na,mapy,Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,na,f,4,q,na,na,na,2,3,3103,na,3311,q,lek,q,fz,q,lek,0:16,0,2,3311,na,na,na,na,na,4,4,3,3,2,2,2,2,2,2,quiet before and after. females fighting each other,na,na,na,na,na,na,na,na,na,na,na,0,na
579,240711-114625,-12.1871,-69.0724,na,7,na,7,na,na,1,Secundario,Lianas,Shrub,na,na,0,1,lek,na,mapy,Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,na,f,9,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
580,240711-114625,-12.1871,-69.0724,na,7,na,7,na,na,1,Secundario,Lianas,Shrub,na,na,0,1,lek,na,mapy,Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,na,m,10,q,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
581,240712-060545,-12.1830,-69.0794,na,12,na,12,na,na,1,Secundario,Palmeras,Shrub,na,na,1,1,pair,na,haru,Habia rubica,Habia rubica,na,f,4,a,na,na,na,3,4,3321,na,1123,c,sally,a,dv,c,vig,0,6,2,3321,na,na,na,na,na,3,3,2,1,1,1,1,2,3,2,"soft 2 note alarm from f, she went to m. daca m flew in and called with high rate. haru pair called w/ high rate for a few minutes after",na,na,na,na,na,na,na,na,na,na,na,1,na
582,240712-060545,-12.1830,-69.0794,na,12,na,12,na,na,1,Secundario,Palmeras,Shrub,na,na,1,1,pair,na,haru,Habia rubica,Habia rubica,na,m,6,c,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
